gbifID,order,species,individualCount,decimalLatitude,decimalLongitude,year
3687698860,Accipitriformes,Buteo jamaicensis,1,34.937992,-119.47123,2021
3687229074,Columbiformes,Zenaida macroura,1,34.815594,-119.459366,2021
3687157542,Passeriformes,Sialia currucoides,6,34.859634,-119.463974,2021
3686830904,Columbiformes,Streptopelia decaocto,1,34.91905,-119.51288,2021
3686815194,Passeriformes,Sturnella neglecta,1,34.9739,-119.45971,2021
3686582741,Passeriformes,Anthus rubescens,1,34.9739,-119.45971,2021
3686380670,Caprimulgiformes,Chordeiles acutipennis,35,34.91905,-119.51288,2021
3686324094,Columbiformes,Zenaida macroura,3,34.91905,-119.51288,2021
3683818989,Passeriformes,Lanius ludovicianus,1,34.9739,-119.45971,2021
3683223170,Columbiformes,Streptopelia decaocto,2,34.819283,-119.45887,2021
3683215306,Accipitriformes,Buteo jamaicensis,1,34.883465,-119.48297,2021
3683162451,Passeriformes,Haemorhous mexicanus,4,34.99019,-119.48209,2021
3683061273,Passeriformes,Aphelocoma californica,2,34.819283,-119.45887,2021
3683051663,Passeriformes,Eremophila alpestris,5,34.9739,-119.45971,2021
3682402467,Passeriformes,Haemorhous mexicanus,2,34.918633,-119.51276,2021
3682088638,Anseriformes,Bucephala albeola,6,34.8643,-119.49067,2021
3682080996,Caprimulgiformes,Chordeiles acutipennis,32,34.918633,-119.51276,2021
3681988948,Passeriformes,Empidonax traillii,1,34.883465,-119.48297,2021
3681034531,Columbiformes,Streptopelia decaocto,2,34.918633,-119.51276,2021
3680883764,Passeriformes,Thryomanes bewickii,1,34.883465,-119.48297,2021
3680782485,Passeriformes,Chondestes grammacus,2,34.819283,-119.45887,2021
3680638273,Passeriformes,Psaltriparus minimus,12,34.883465,-119.48297,2021
3680542772,Passeriformes,Tyrannus verticalis,2,34.918633,-119.51276,2021
3679993297,Passeriformes,Psaltriparus minimus,2,34.859634,-119.463974,2021
3679559184,Passeriformes,Mimus polyglottos,1,34.883465,-119.48297,2021
3679406294,Passeriformes,Pipilo maculatus,2,34.883465,-119.48297,2021
3678791336,Passeriformes,Junco hyemalis,1,34.859634,-119.463974,2021
3678733397,Columbiformes,Zenaida macroura,1,34.859634,-119.463974,2021
3678702384,Passeriformes,Thryomanes bewickii,2,34.859634,-119.463974,2021
3678547291,Strigiformes,Athene cunicularia,1,34.897625,-119.52967,2021
3678313969,Passeriformes,Corvus corax,2,34.918633,-119.51276,2021
3677667998,Passeriformes,Sayornis saya,1,34.859634,-119.463974,2021
3677638900,Passeriformes,Setophaga petechia,1,34.819283,-119.45887,2021
3677490379,Passeriformes,Tyrannus verticalis,1,34.859634,-119.463974,2021
3677165744,Passeriformes,Artemisiospiza belli,1,34.883465,-119.48297,2021
3676503250,Accipitriformes,Buteo jamaicensis,2,34.990166,-119.48208,2021
3676292037,Passeriformes,Sialia mexicana,10,34.859634,-119.463974,2021
3676251564,Passeriformes,Corvus corax,2,34.819283,-119.45887,2021
3675814941,Columbiformes,Zenaida macroura,3,34.819283,-119.45887,2021
3675525780,Passeriformes,Spinus lawrencei,1,34.859634,-119.463974,2021
3675494279,Passeriformes,Zonotrichia leucophrys,80,34.897625,-119.52967,2021
3674874788,Passeriformes,Sturnella neglecta,23,34.990166,-119.48208,2021
3674438126,Columbiformes,Zenaida macroura,1,34.897713,-119.512794,2021
3674217719,Passeriformes,Spinus pinus,2,34.897713,-119.512794,2021
3674187530,Passeriformes,Spinus psaltria,1,34.859634,-119.463974,2021
3673832609,Passeriformes,Spizella passerina,1,34.897713,-119.512794,2021
3673769006,Passeriformes,Corvus corax,100,34.897713,-119.512794,2021
3673533334,Passeriformes,Sturnus vulgaris,12,34.819283,-119.45887,2021
3673357032,Accipitriformes,Buteo jamaicensis,1,34.859634,-119.463974,2021
3673288214,Passeriformes,Artemisiospiza belli,5,34.897625,-119.52967,2021
3673192207,Passeriformes,Spinus tristis,1,34.897713,-119.512794,2021
3672941887,Passeriformes,Haemorhous mexicanus,12,34.897713,-119.512794,2021
3672746679,Passeriformes,Passer domesticus,1,34.897713,-119.512794,2021
3671769115,Passeriformes,Spinus lawrencei,4,34.897713,-119.512794,2021
3671672455,Passeriformes,Tyrannus verticalis,2,34.897713,-119.512794,2021
3671472543,Passeriformes,Setophaga coronata,6,34.897713,-119.512794,2021
3670928019,Passeriformes,Corvus corax,5,34.897625,-119.52967,2021
3670642735,Passeriformes,Haemorhous mexicanus,4,34.99019,-119.48209,2021
3670042094,Passeriformes,Zonotrichia leucophrys,25,34.990166,-119.48208,2021
3669407503,Passeriformes,Eremophila alpestris,4,34.897625,-119.52967,2021
3667883687,Passeriformes,Oreoscoptes montanus,5,34.897625,-119.52967,2021
3667068839,Accipitriformes,Buteo jamaicensis,2,34.819283,-119.45887,2021
3666735766,Passeriformes,Empidonax traillii,1,34.819283,-119.45887,2021
3665845879,Strigiformes,Bubo virginianus,2,34.859634,-119.463974,2021
3665547513,Passeriformes,Toxostoma redivivum,1,34.883465,-119.48297,2021
3665495550,Passeriformes,Corvus corax,2,34.903076,-119.50772,2021
3665363683,Piciformes,Dryobates nuttallii,1,34.819283,-119.45887,2021
3664932686,Accipitriformes,Buteo jamaicensis,2,34.819283,-119.45887,2021
3664918706,Passeriformes,Sturnus vulgaris,20,34.819283,-119.45887,2021
3664716173,Accipitriformes,Buteo jamaicensis,1,34.903076,-119.50772,2021
3664212895,Passeriformes,Thryomanes bewickii,6,34.859634,-119.463974,2021
3664145362,Passeriformes,Tyrannus verticalis,6,34.819283,-119.45887,2021
3663913071,Passeriformes,Aphelocoma californica,6,34.819283,-119.45887,2021
3663608599,Passeriformes,Eremophila alpestris,1,34.819283,-119.45887,2021
3663208026,Passeriformes,Tyrannus verticalis,1,34.819283,-119.45887,2021
3662828042,Columbiformes,Zenaida macroura,12,34.819283,-119.45887,2021
3662820056,Passeriformes,Psaltriparus minimus,4,34.883465,-119.48297,2021
3662634320,Passeriformes,Haemorhous mexicanus,2,34.859634,-119.463974,2021
3662574494,Passeriformes,Euphagus cyanocephalus,12,34.819283,-119.45887,2021
3662489372,Apodiformes,Calypte anna,1,34.819283,-119.45887,2021
3662154108,Passeriformes,Sturnella neglecta,2,34.819283,-119.45887,2021
3662127385,Passeriformes,Setophaga coronata,3,34.8191,-119.4555,2021
3661379292,Strigiformes,Bubo virginianus,1,34.819283,-119.45887,2021
3660131402,Apodiformes,Calypte anna,1,34.819283,-119.45887,2021
3658799882,Passeriformes,Artemisiospiza belli,8,34.859634,-119.463974,2021
3658629865,Galliformes,Callipepla californica,22,34.859634,-119.463974,2021
3658013665,Passeriformes,Corvus corax,2,34.903076,-119.50772,2021
3657990335,Cuculiformes,Geococcyx californianus,1,34.883465,-119.48297,2021
3657832781,Passeriformes,Melozone crissalis,4,34.819283,-119.45887,2021
3657682356,Passeriformes,Sitta carolinensis,1,34.819283,-119.45887,2021
3656607076,Passeriformes,Catharus ustulatus,1,34.883465,-119.48297,2021
3656353915,Passeriformes,Phainopepla nitens,6,34.819283,-119.45887,2021
3656344512,Passeriformes,Sialia mexicana,1,34.8191,-119.4555,2021
3656309613,Passeriformes,Mimus polyglottos,1,34.819283,-119.45887,2021
3656243713,Passeriformes,Haemorhous mexicanus,12,34.819283,-119.45887,2021
3655792523,Anseriformes,Oxyura jamaicensis,1,34.819283,-119.45887,2021
3655789619,Piciformes,Colaptes auratus,2,34.819283,-119.45887,2021
3655652569,Passeriformes,Sayornis saya,1,34.883465,-119.48297,2021
3655538583,Passeriformes,Passerculus sandwichensis,3,34.819283,-119.45887,2021
3655225287,Passeriformes,Sturnella neglecta,2,34.819283,-119.45887,2021
3654997802,Falconiformes,Falco sparverius,1,34.8643,-119.49067,2021
3654687459,Passeriformes,Corvus corax,2,34.819283,-119.45887,2021
3654350216,Passeriformes,Haemorhous mexicanus,4,34.819283,-119.45887,2021
3654346077,Passeriformes,Spinus lawrencei,8,34.990314,-119.48206,2021
3654311219,Passeriformes,Melozone crissalis,1,34.819283,-119.45887,2021
3654263885,Columbiformes,Zenaida macroura,6,34.903076,-119.50772,2021
3654185090,Charadriiformes,Charadrius vociferus,3,34.8643,-119.49067,2021
3653633460,Columbiformes,Streptopelia decaocto,1,34.859634,-119.463974,2021
3653523598,Passeriformes,Passerculus sandwichensis,20,34.99019,-119.48209,2021
3653441602,Passeriformes,Baeolophus inornatus,2,34.847305,-119.47994,2021
3653283249,Passeriformes,Sialia currucoides,8,34.819283,-119.45887,2021
3652895374,Passeriformes,Sturnus vulgaris,20,34.92239,-119.51264,2021
3652824906,Charadriiformes,Phalaropus lobatus,3,34.8643,-119.49067,2021
3652290892,Passeriformes,Regulus calendula,8,34.819283,-119.45887,2021
3652075170,Passeriformes,Haemorhous mexicanus,10,34.819283,-119.45887,2021
3651965507,Passeriformes,Thryomanes bewickii,2,34.883465,-119.48297,2021
3651947542,Piciformes,Dryobates nuttallii,1,34.819283,-119.45887,2021
3651648423,Piciformes,Colaptes auratus,1,34.819283,-119.45887,2021
3651619976,Passeriformes,Toxostoma redivivum,1,34.883465,-119.48297,2021
3651509676,Passeriformes,Corvus corax,2,34.819283,-119.45887,2021
3650800281,Passeriformes,Lanius ludovicianus,1,34.859634,-119.463974,2021
3650504468,Passeriformes,Corvus corax,3,34.8191,-119.4555,2021
3650287418,Passeriformes,Corvus brachyrhynchos,3,34.903076,-119.50772,2021
3650079532,Passeriformes,Sitta canadensis,2,34.8191,-119.4555,2021
3649977820,Passeriformes,Baeolophus inornatus,1,34.819283,-119.45887,2021
3649926581,Caprimulgiformes,Chordeiles acutipennis,5,34.8643,-119.49067,2021
3649903571,Passeriformes,Mimus polyglottos,1,34.883465,-119.48297,2021
3649849647,Passeriformes,Sturnella neglecta,1,34.819283,-119.45887,2021
3649759207,Accipitriformes,Accipiter cooperii,1,34.903076,-119.50772,2021
3649757821,Passeriformes,Melozone crissalis,2,34.883465,-119.48297,2021
3649480430,Strigiformes,Tyto alba,1,34.819283,-119.45887,2021
3649293265,Passeriformes,Stelgidopteryx serripennis,5,34.857224,-119.48636,2021
3649003882,Passeriformes,Sayornis nigricans,2,34.819283,-119.45887,2021
3648977726,Passeriformes,Zonotrichia leucophrys,12,34.819283,-119.45887,2021
3648695139,Passeriformes,Sayornis saya,1,34.819283,-119.45887,2021
3648567637,Passeriformes,Haemorhous mexicanus,4,34.8643,-119.49067,2021
3648361346,Passeriformes,Sturnus vulgaris,1,34.883465,-119.48297,2021
3648142273,Apodiformes,Aeronautes saxatalis,2,34.883465,-119.48297,2021
3648111867,Apodiformes,Aeronautes saxatalis,1,34.883465,-119.48297,2021
3648054010,Passeriformes,Sitta carolinensis,1,34.819283,-119.45887,2021
3647957500,Accipitriformes,Buteo regalis,1,34.990154,-119.48206,2021
3647829598,Passeriformes,Euphagus cyanocephalus,40,34.819283,-119.45887,2021
3647755727,Anseriformes,Bucephala albeola,2,34.819283,-119.45887,2021
3647744541,Passeriformes,Sturnella neglecta,1,34.8191,-119.4555,2021
3646915777,Gruiformes,Fulica americana,1,34.857224,-119.48636,2021
3646849691,Columbiformes,Zenaida macroura,12,34.819283,-119.45887,2021
3646693794,Passeriformes,Tachycineta bicolor,4,34.819283,-119.45887,2021
3646111538,Columbiformes,Streptopelia decaocto,1,34.92239,-119.51264,2021
3646083483,Accipitriformes,Accipiter cooperii,1,34.903076,-119.50772,2021
3646044699,Passeriformes,Stelgidopteryx serripennis,1,34.883465,-119.48297,2021
3646005487,Passeriformes,Zonotrichia leucophrys,30,34.819283,-119.45887,2021
3645842275,Columbiformes,Zenaida macroura,4,34.883465,-119.48297,2021
3645764807,Passeriformes,Icterus bullockii,1,34.883465,-119.48297,2021
3645561548,Galliformes,Callipepla californica,1,34.990154,-119.48206,2021
3645348680,Falconiformes,Falco sparverius,1,34.949783,-119.45344,2021
3645215512,Falconiformes,Falco peregrinus,1,34.92239,-119.51264,2021
3645197258,Passeriformes,Lanius ludovicianus,2,34.883465,-119.48297,2021
3645173635,Suliformes,Phalacrocorax auritus,1,34.819283,-119.45887,2021
3644438249,Passeriformes,Corvus corax,2,34.819283,-119.45887,2021
3644277583,Passeriformes,Haemorhous mexicanus,6,34.8191,-119.4555,2021
3644198354,Galliformes,Callipepla californica,4,34.883465,-119.48297,2021
3644125946,Passeriformes,Sitta canadensis,2,34.819283,-119.45887,2021
3644057976,Passeriformes,Piranga ludoviciana,2,34.883465,-119.48297,2021
3644040513,Charadriiformes,Charadrius vociferus,1,34.857224,-119.48636,2021
3643984585,Passeriformes,Chondestes grammacus,5,34.857224,-119.48636,2021
3643360623,Passeriformes,Sturnus vulgaris,5,34.819283,-119.45887,2021
3643177670,Passeriformes,Bombycilla cedrorum,1,34.819283,-119.45887,2021
3643003596,Accipitriformes,Buteo jamaicensis,1,34.903076,-119.50772,2021
3642979037,Passeriformes,Passerculus sandwichensis,2,34.819283,-119.45887,2021
3642885916,Passeriformes,Thryomanes bewickii,1,34.819283,-119.45887,2021
3642692029,Passeriformes,Sturnella neglecta,2,34.990154,-119.48206,2021
3642536770,Columbiformes,Zenaida macroura,5,34.883465,-119.48297,2021
3642513318,Passeriformes,Euphagus cyanocephalus,20,34.819283,-119.45887,2021
3642357550,Passeriformes,Haemorhous mexicanus,2,34.857224,-119.48636,2021
3642295361,Passeriformes,Sturnus vulgaris,4,34.819283,-119.45887,2021
3642152039,Passeriformes,Passerculus sandwichensis,1,34.857224,-119.48636,2021
3641856596,Passeriformes,Psaltriparus minimus,2,34.883465,-119.48297,2021
3641840121,Passeriformes,Spinus lawrencei,3,34.819283,-119.45887,2021
3641759145,Columbiformes,Streptopelia decaocto,3,34.857224,-119.48636,2021
3641549089,Passeriformes,Chondestes grammacus,1,34.819283,-119.45887,2021
3641549066,Passeriformes,Icterus bullockii,1,34.819283,-119.45887,2021
3641516333,Passeriformes,Corvus brachyrhynchos,3,34.903076,-119.50772,2021
3641323307,Passeriformes,Bombycilla cedrorum,5,34.819283,-119.45887,2021
3641309782,Anseriformes,Aythya collaris,1,34.8191,-119.4555,2021
3641078754,Passeriformes,Melozone crissalis,2,34.819283,-119.45887,2021
3641065319,Passeriformes,Junco hyemalis,3,34.8191,-119.4555,2021
3640810204,Passeriformes,Setophaga townsendi,1,34.819283,-119.45887,2021
3640536871,Passeriformes,Corvus corax,2,34.883465,-119.48297,2021
3640531783,Passeriformes,Pipilo maculatus,1,34.859634,-119.463974,2021
3640392764,Columbiformes,Streptopelia decaocto,1,34.91905,-119.51288,2021
3640258285,Passeriformes,Passerculus sandwichensis,3,34.819283,-119.45887,2021
3640258243,Passeriformes,Sayornis nigricans,1,34.819283,-119.45887,2021
3640169877,Passeriformes,Corvus corax,5,34.9794,-119.466156,2021
3640065578,Passeriformes,Spinus lawrencei,1,34.8191,-119.4555,2021
3639911893,Passeriformes,Junco hyemalis,1,34.819283,-119.45887,2021
3639570452,Passeriformes,Petrochelidon pyrrhonota,20,34.819283,-119.45887,2021
3639536187,Passeriformes,Melozone crissalis,6,34.883465,-119.48297,2021
3639233980,Passeriformes,Zonotrichia leucophrys,8,34.990154,-119.48206,2021
3639158592,Passeriformes,Sialia currucoides,31,34.819283,-119.45887,2021
3639147871,Caprimulgiformes,Chordeiles acutipennis,2,34.883465,-119.48297,2021
3639010917,Passeriformes,Mimus polyglottos,2,34.883465,-119.48297,2021
3638948889,Passeriformes,Mimus polyglottos,1,34.990154,-119.48206,2021
3638904671,Passeriformes,Corvus corax,1,34.883465,-119.48297,2021
3638850897,Passeriformes,Haemorhous mexicanus,4,34.990154,-119.48206,2021
3638786095,Passeriformes,Mimus polyglottos,2,34.819283,-119.45887,2021
3638734176,Passeriformes,Corvus corax,1,34.92239,-119.51264,2021
3638706352,Passeriformes,Eremophila alpestris,9,34.9794,-119.466156,2021
3638656542,Columbiformes,Zenaida macroura,5,34.990154,-119.48206,2021
3638604404,Columbiformes,Zenaida macroura,6,34.903076,-119.50772,2021
3638552456,Passeriformes,Passerina amoena,1,34.883465,-119.48297,2021
3638424519,Falconiformes,Falco sparverius,1,34.857224,-119.48636,2021
3638256581,Passeriformes,Spinus lawrencei,8,34.990154,-119.48206,2021
3638253210,Columbiformes,Zenaida macroura,6,34.883465,-119.48297,2021
3638239932,Passeriformes,Corvus brachyrhynchos,5,34.819283,-119.45887,2021
3637883547,Anseriformes,Bucephala albeola,3,34.8191,-119.4555,2021
3637625997,Passeriformes,Sturnella neglecta,1,34.8191,-119.4555,2021
3637360611,Columbiformes,Streptopelia decaocto,4,34.8191,-119.4555,2021
3637225113,Caprimulgiformes,Chordeiles acutipennis,1,34.819283,-119.45887,2021
3637164416,Falconiformes,Falco sparverius,1,34.819283,-119.45887,2021
3637128297,Accipitriformes,Buteo jamaicensis,3,34.819283,-119.45887,2021
3637103945,Passeriformes,Haemorhous mexicanus,130,34.819283,-119.45887,2021
3637095787,Passeriformes,Aphelocoma californica,1,34.883465,-119.48297,2021
3637038359,Passeriformes,Zonotrichia leucophrys,60,34.819283,-119.45887,2021
3637038320,Passeriformes,Sitta carolinensis,1,34.819283,-119.45887,2021
3637035504,Passeriformes,Phainopepla nitens,3,34.883465,-119.48297,2021
3636861582,Columbiformes,Streptopelia decaocto,2,34.819283,-119.45887,2021
3636424969,Accipitriformes,Buteo jamaicensis,2,34.990154,-119.48206,2021
3636281093,Accipitriformes,Buteo jamaicensis,1,34.819283,-119.45887,2021
3636033490,Passeriformes,Sayornis nigricans,1,34.819283,-119.45887,2021
3636033448,Passeriformes,Junco hyemalis,1,34.819283,-119.45887,2021
3635940123,Passeriformes,Sialia mexicana,7,34.819283,-119.45887,2021
3635695333,Passeriformes,Haemorhous mexicanus,7,34.883465,-119.48297,2021
3635294286,Cuculiformes,Geococcyx californianus,2,34.883465,-119.48297,2021
3635229478,Accipitriformes,Buteo jamaicensis,3,34.86353,-119.470924,2021
3634722584,Passeriformes,Aphelocoma californica,4,34.819283,-119.45887,2021
3634544549,Passeriformes,Passerculus sandwichensis,20,34.99019,-119.48209,2021
3634515920,Piciformes,Colaptes auratus,1,34.819283,-119.45887,2021
3634340924,Passeriformes,Zonotrichia leucophrys,60,34.819283,-119.45887,2021
3634102421,Apodiformes,Aeronautes saxatalis,10,34.857224,-119.48636,2021
3634052486,Passeriformes,Lanius ludovicianus,1,34.96405,-119.44736,2021
3633964320,Columbiformes,Zenaida macroura,4,34.819283,-119.45887,2021
3633937972,Apodiformes,Aeronautes saxatalis,1,34.883465,-119.48297,2021
3633808994,Passeriformes,Chondestes grammacus,4,34.990154,-119.48206,2021
3633537974,Columbiformes,Streptopelia decaocto,4,34.8191,-119.4555,2021
3633417743,Passeriformes,Sturnella neglecta,1,34.883465,-119.48297,2021
3633389797,Piciformes,Dryobates nuttallii,1,34.819283,-119.45887,2021
3633377805,Caprimulgiformes,Chordeiles acutipennis,35,34.91905,-119.51288,2021
3633193358,Anseriformes,Aythya collaris,1,34.8191,-119.4555,2021
3633137165,Passeriformes,Sayornis nigricans,1,34.857224,-119.48636,2021
3633088872,Accipitriformes,Buteo jamaicensis,1,34.819283,-119.45887,2021
3633072928,Accipitriformes,Buteo jamaicensis,3,34.819283,-119.45887,2021
3633035573,Passeriformes,Sitta canadensis,2,34.8191,-119.4555,2021
3632959053,Passeriformes,Mimus polyglottos,1,34.9794,-119.466156,2021
3632901840,Passeriformes,Hirundo rustica,2,34.819283,-119.45887,2021
3632802490,Passeriformes,Toxostoma redivivum,1,34.883465,-119.48297,2021
3632789127,Anseriformes,Bucephala albeola,2,34.819283,-119.45887,2021
3632744168,Falconiformes,Falco sparverius,1,34.96405,-119.44736,2021
3632724879,Piciformes,Sphyrapicus ruber,1,34.8191,-119.4555,2021
3632338194,Accipitriformes,Buteo swainsoni,2,34.819283,-119.45887,2021
3632280178,Passeriformes,Tyrannus verticalis,2,34.883465,-119.48297,2021
3632265765,Passeriformes,Corvus corax,7,34.883465,-119.48297,2021
3632215239,Columbiformes,Streptopelia decaocto,10,34.819283,-119.45887,2021
3632070507,Accipitriformes,Buteo jamaicensis,1,34.819283,-119.45887,2021
3631544717,Passeriformes,Sialia currucoides,11,34.819283,-119.45887,2021
3631326601,Passeriformes,Turdus migratorius,3,34.819283,-119.45887,2021
3630954186,Falconiformes,Falco mexicanus,1,34.819283,-119.45887,2021
3630569033,Passeriformes,Melozone crissalis,2,34.883465,-119.48297,2021
3630149062,Passeriformes,Sayornis saya,3,34.990154,-119.48206,2021
3629813019,Passeriformes,Haemorhous mexicanus,12,34.819283,-119.45887,2021
3629747923,Passeriformes,Melozone crissalis,1,34.8191,-119.4555,2021
3629716728,Passeriformes,Psaltriparus minimus,2,34.883465,-119.48297,2021
3629707786,Columbiformes,Zenaida macroura,5,34.990314,-119.48206,2021
3629511373,Passeriformes,Setophaga coronata,5,34.819283,-119.45887,2021
3629510015,Passeriformes,Tyrannus verticalis,6,34.819283,-119.45887,2021
3629173270,Passeriformes,Haemorhous mexicanus,130,34.819283,-119.45887,2021
3629173221,Passeriformes,Sialia currucoides,11,34.819283,-119.45887,2021
3629171669,Columbiformes,Zenaida macroura,3,34.819283,-119.45887,2021
3629056153,Accipitriformes,Buteo jamaicensis,2,34.8191,-119.4555,2021
3629031647,Galliformes,Callipepla californica,2,34.819283,-119.45887,2021
3629019702,Passeriformes,Lanius ludovicianus,1,34.883465,-119.48297,2021
3628813208,Passeriformes,Spinus lawrencei,30,34.819283,-119.45887,2021
3628612422,Passeriformes,Lanius ludovicianus,2,34.819283,-119.45887,2021
3628605005,Passeriformes,Zonotrichia leucophrys,1,34.819283,-119.45887,2021
3628576091,Passeriformes,Melozone crissalis,3,34.883465,-119.48297,2021
3628386344,Passeriformes,Zonotrichia leucophrys,80,34.897625,-119.52967,2021
3628344525,Passeriformes,Sturnella neglecta,4,34.973083,-119.45871,2021
3628336526,Accipitriformes,Buteo jamaicensis,1,34.819283,-119.45887,2021
3628305425,Passeriformes,Stelgidopteryx serripennis,3,34.883465,-119.48297,2021
3628299402,Passeriformes,Toxostoma redivivum,2,34.86353,-119.470924,2021
3628155864,Passeriformes,Turdus migratorius,3,34.819283,-119.45887,2021
3628155816,Piciformes,Dryobates nuttallii,1,34.819283,-119.45887,2021
3628150256,Falconiformes,Falco sparverius,1,34.819283,-119.45887,2021
3628150235,Passeriformes,Sayornis nigricans,2,34.819283,-119.45887,2021
3628138442,Passeriformes,Junco hyemalis,3,34.8191,-119.4555,2021
3628123057,Passeriformes,Zonotrichia leucophrys,12,34.819283,-119.45887,2021
3628110772,Columbiformes,Zenaida macroura,3,34.91905,-119.51288,2021
3627852637,Passeriformes,Passer domesticus,4,34.819283,-119.45887,2021
3627705603,Apodiformes,Aeronautes saxatalis,1,34.819283,-119.45887,2021
3627669570,Columbiformes,Zenaida macroura,3,34.883465,-119.48297,2021
3627632734,Charadriiformes,Calidris minutilla,1,34.857224,-119.48636,2021
3627511439,Passeriformes,Aphelocoma californica,2,34.819283,-119.45887,2021
3627356602,Piciformes,Colaptes auratus,1,34.819283,-119.45887,2021
3627205110,Passeriformes,Euphagus cyanocephalus,30,34.819283,-119.45887,2021
3627026053,Passeriformes,Corvus corax,2,34.819283,-119.45887,2021
3627026013,Passeriformes,Sayornis saya,2,34.819283,-119.45887,2021
3626986749,Passeriformes,Thryomanes bewickii,2,34.883465,-119.48297,2021
3626970520,Passeriformes,Chondestes grammacus,8,34.883465,-119.48297,2021
3626917883,Passeriformes,Corvus corax,3,34.8191,-119.4555,2021
3626832262,Passeriformes,Sialia currucoides,31,34.819283,-119.45887,2021
3626749054,Piciformes,Sphyrapicus ruber,2,34.819283,-119.45887,2021
3626580447,Caprimulgiformes,Chordeiles acutipennis,4,34.883465,-119.48297,2021
3626571582,Passeriformes,Spinus lawrencei,1,34.8191,-119.4555,2021
3626398403,Passeriformes,Haemorhous mexicanus,8,34.883465,-119.48297,2021
3626245791,Columbiformes,Zenaida macroura,4,34.819283,-119.45887,2021
3626245746,Piciformes,Sphyrapicus ruber,2,34.819283,-119.45887,2021
3626105373,Passeriformes,Corvus corax,9,34.990154,-119.48206,2021
3625775871,Passeriformes,Stelgidopteryx serripennis,1,34.883465,-119.48297,2021
3625505995,Passeriformes,Sturnus vulgaris,6,34.819283,-119.45887,2021
3625327208,Passeriformes,Psaltriparus minimus,12,34.883465,-119.48297,2021
3625299718,Passeriformes,Artemisiospiza belli,1,34.883465,-119.48297,2021
3625278642,Passeriformes,Vireo huttoni,1,34.819283,-119.45887,2021
3625246356,Passeriformes,Corvus corax,5,34.897625,-119.52967,2021
3625044464,Passeriformes,Passerina amoena,1,34.883465,-119.48297,2021
3625036452,Passeriformes,Zonotrichia leucophrys,12,34.8191,-119.4555,2021
3624766304,Passeriformes,Artemisiospiza belli,1,34.883465,-119.48297,2021
3624672724,Passeriformes,Melospiza lincolnii,1,34.819283,-119.45887,2021
3624629183,Passeriformes,Chondestes grammacus,6,34.857224,-119.48636,2021
3624600735,Passeriformes,Aphelocoma californica,3,34.819283,-119.45887,2021
3624599206,Passeriformes,Sayornis nigricans,1,34.819283,-119.45887,2021
3624524683,Passeriformes,Euphagus cyanocephalus,20,34.819283,-119.45887,2021
3624524638,Passeriformes,Empidonax wrightii,1,34.819283,-119.45887,2021
3624516278,Passeriformes,Myiarchus cinerascens,2,34.859634,-119.463974,2021
3624448562,Passeriformes,Myiarchus cinerascens,2,34.883465,-119.48297,2021
3624445227,Passeriformes,Corvus corax,4,34.883465,-119.48297,2021
3624412092,Passeriformes,Sayornis saya,2,34.819283,-119.45887,2021
